"barcode","vendor","title","price"
"683991","HSBC Holdings","Cross-Currency Payment Services","3357892.08"
"2952469","Northern Trust","Order-to-Pay","714617.03"
"3898689","Fifth Third Bancorp","Automated Clearing House (ACH)","3612000.92"
"1494040","Citigroup","Check Disbursements","368563.10"
"1188046","Northern Trust","Reference Accounts","436368.27"
"4865806","Bank of America ","Cross-Currency Payment Services","4100484.43"
"798008","Toronto-Dominion Bank","Electronic Payables","533453.42"
"2200757","Toronto-Dominion Bank","Order-to-Pay","1141058.82"
"2788193","HSBC Holdings","Automated Clearing House (ACH)","2755672.41"
"2391595","Capital One Financial","Cross-Currency Payment Services","4680996.30"
"3292146","Toronto-Dominion Bank","Payments Fraud Prevention","4561318.05"
"147920","ING Group","Electronic Payables","1010079.34"
"4012662","KeyCorp","Automated Clearing House (ACH)","735499.34"
"2110355","Regions Financial","Automated Clearing House (ACH)","1951389.75"
"1097212","PNC Financial Services Group","Automated Clearing House (ACH)","827085.71"
"3960337","Bank of New York Mellon","Automated Clearing House (ACH)","3442552.39"
"407501","Toronto-Dominion Bank","Automated Clearing House (ACH)","1797435.66"
"3092618","Regions Financial","Check Disbursements","1975256.40"
"3394389","SunTrust Bank","Self-Serve Inquiry and Resolution Management","2696835.96"
"1729183","Royal Bank of Scotland","Healthcare Link for Payers","3490189.57"
"361940","State Street Corp.","Payments Fraud Prevention","4679237.47"
"3374436","Northern Trust","Commercial Cards","3188775.61"
"2898072","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","4970185.33"
"528239","Toronto-Dominion Bank","Commercial Cards","654578.85"
"216064","Bank of America ","Reference Accounts","1476883.55"
"1626291","Wells Fargo","Cross-Currency Payment Services","2254457.18"
"3391260","Royal Bank of Scotland","U.S. Dollar Clearing - Asia Direct","3528015.91"
"1642403","State Street Corp.","Order-to-Pay","778392.53"
"3021576","State Street Corp.","Debit Cards","2319792.89"
"2842199","Bank of America ","Reference Accounts","4947000.28"
"1139040","Citigroup","Check Disbursements","1068179.24"
"4114204","Bank of New York Mellon","Automated Clearing House (ACH)","1679627.59"
"241692","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","3632705.31"
"1115173","Citigroup","Debit Cards","2167443.65"
"2320786","BB&T Corporation","Healthcare Link for Payers","2038906.74"
"1474440","Regions Financial","Order-to-Pay","87218.92"
"2706211","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","4484305.56"
"1933913","Regions Financial","Healthcare Link for Payers","2885155.15"
"3902979","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","4523048.46"
"2466704","BB&T Corporation","Automated Clearing House (ACH)","4104464.13"
"2940598","JP Morgan Chase & Co.","Electronic Payables","2768066.34"
"778785","Regions Financial","Automated Clearing House (ACH)","3733222.48"
"4150274","ING Group","Healthcare Link for Payers","1684569.49"
"3839854","SunTrust Bank","Order-to-Pay","1726703.59"
"3101507","JP Morgan Chase & Co.","Order-to-Pay","1656261.54"
"2113158","SunTrust Bank","Commercial Cards","40636.50"
"3676191","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","3698636.85"
"4333523","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","1615336.06"
"1204373","Capital One Financial","Order-to-Pay","2443955.75"
"2506674","Citigroup","Check Disbursements","2080683.63"
"3490516","ING Group","Order-to-Pay","3012179.96"
"1744197","Bank of New York Mellon","Automated Clearing House (ACH)","2873094.95"
"1628726","Fifth Third Bancorp","Healthcare Link for Payers","4182825.82"
"1294426","Fifth Third Bancorp","Healthcare Link for Payers","1335246.06"
"3275164","U.S. Bancorp","Check Disbursements","1363893.69"
"1401609","SunTrust Bank","Check Disbursements","3721467.82"
"1627508","Northern Trust","Commercial Cards","4618441.73"
"3116320","Bank of Montreal","Self-Serve Inquiry and Resolution Management","2931563.96"
"4550719","Northern Trust","Payments Fraud Prevention","4547535.27"
"4706179","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","4066506.08"
"301154","BB&T Corporation","Payments Fraud Prevention","4838992.73"
"1463552","Bank of New York Mellon","Order-to-Pay","3029501.76"
"3051964","Fifth Third Bancorp","Check Disbursements","2396896.36"
"448632","BB&T Corporation","Cross-Currency Payment Services","2831625.83"
"4472380","KeyCorp","U.S. Dollar Clearing - Asia Direct","2098801.89"
"3251656","U.S. Bancorp","Cross-Currency Payment Services","322286.08"
"1902771","Bank of New York Mellon","Electronic Payables","441908.00"
"2327558","SunTrust Bank","Healthcare Link for Payers","2403107.83"
"342176","Capital One Financial","Check Disbursements","4632452.01"
"4542010","Capital One Financial","Self-Serve Inquiry and Resolution Management","4640839.50"
"4495627","SunTrust Bank","Order-to-Pay","1222857.46"
"2079856","KeyCorp","Check Disbursements","3130736.02"
"708701","PNC Financial Services Group","Reference Accounts","1725518.77"
"897901","SunTrust Bank","Reference Accounts","2949199.50"
"1006352","Wells Fargo","Payments Fraud Prevention","1453425.04"
"4033853","Capital One Financial","U.S. Dollar Clearing - Asia Direct","3577890.69"
"4629451","Royal Bank of Scotland","Order-to-Pay","4573496.26"
"3119754","JP Morgan Chase & Co.","Payments Fraud Prevention","2518524.95"
"2756545","Regions Financial","Self-Serve Inquiry and Resolution Management","3680877.83"
"1916074","Fifth Third Bancorp","Healthcare Link for Payers","3192674.64"
"1146101","Northern Trust","U.S. Dollar Clearing - Asia Direct","2177881.38"
"1261522","Bank of New York Mellon","Automated Clearing House (ACH)","2323548.00"
"4141337","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","4444043.32"
"3046592","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","2424086.94"
"3227586","PNC Financial Services Group","Debit Cards","705136.54"
"1174351","KeyCorp","Healthcare Link for Payers","2983940.96"
"3346979","Bank of America ","Order-to-Pay","1107460.56"
"641797","HSBC Holdings","Check Disbursements","1218702.81"
"1490588","Citigroup","Payments Fraud Prevention","668525.66"
"3576737","Capital One Financial","Reference Accounts","2530604.63"
"971469","Citigroup","Order-to-Pay","3495094.91"
"2194719","State Street Corp.","Automated Clearing House (ACH)","623964.19"
"2120002","U.S. Bancorp","Commercial Cards","3098701.07"
"4040183","State Street Corp.","Electronic Payables","4946550.22"
"4409778","Regions Financial","Commercial Cards","4362084.41"
"1016729","BB&T Corporation","Reference Accounts","950997.04"
"1480589","Wells Fargo","Order-to-Pay","293570.42"
"492140","JP Morgan Chase & Co.","Commercial Cards","4759305.13"
"4094004","Northern Trust","Cross-Currency Payment Services","3500137.06"
"633495","KeyCorp","Self-Serve Inquiry and Resolution Management","2747618.16"
"3526989","State Street Corp.","Payments Fraud Prevention","1704049.78"
"4360743","Northern Trust","U.S. Dollar Clearing - Asia Direct","117959.16"
"1865113","BB&T Corporation","Healthcare Link for Payers","2714226.83"
"1371698","Bank of Montreal","Commercial Cards","3005003.29"
"249990","Bank of New York Mellon","Automated Clearing House (ACH)","4862160.05"
"4996597","Bank of Montreal","Debit Cards","600817.05"
"4560807","PNC Financial Services Group","Electronic Payables","4044318.12"
"4051875","HSBC Holdings","Order-to-Pay","4002447.91"
"2530649","State Street Corp.","Cross-Currency Payment Services","4886517.10"
"971147","Wells Fargo","Debit Cards","667691.60"
"3308082","Royal Bank of Scotland","Reference Accounts","3217868.67"
"2530252","KeyCorp","Electronic Payables","1418283.39"
"2371966","Wells Fargo","Cross-Currency Payment Services","1077045.41"
"2178661","Fifth Third Bancorp","Cross-Currency Payment Services","2853308.39"
"1320610","Northern Trust","Cross-Currency Payment Services","4855077.21"
"3032490","Northern Trust","Payments Fraud Prevention","3468431.77"
"4881135","Wells Fargo","Self-Serve Inquiry and Resolution Management","3082298.48"
"2112415","JP Morgan Chase & Co.","Order-to-Pay","4896086.10"
"2968779","Wells Fargo","Check Disbursements","515792.37"
"4513583","U.S. Bancorp","Healthcare Link for Payers","2853574.48"
"4167593","Bank of America ","Check Disbursements","1365074.96"
"3434386","Citigroup","Debit Cards","1183073.22"
"1271008","Regions Financial","U.S. Dollar Clearing - Asia Direct","3341875.72"
"4671762","Capital One Financial","Cross-Currency Payment Services","4088647.62"
"4309115","Fifth Third Bancorp","Payments Fraud Prevention","2573777.24"
"373190","Regions Financial","Healthcare Link for Payers","2745827.52"
"2073616","U.S. Bancorp","Reference Accounts","449034.04"
"1377451","ING Group","Reference Accounts","2145370.84"
"1631402","PNC Financial Services Group","Payments Fraud Prevention","1793571.84"
"1544661","State Street Corp.","Automated Clearing House (ACH)","2328933.37"
"4150816","Northern Trust","Payments Fraud Prevention","2401990.51"
"1397131","JP Morgan Chase & Co.","Debit Cards","2812850.21"
"2973327","Bank of Montreal","Commercial Cards","330808.28"
"3360124","State Street Corp.","Healthcare Link for Payers","830073.54"
"3214529","Capital One Financial","U.S. Dollar Clearing - Asia Direct","4058074.95"
"3240847","Royal Bank of Scotland","Cross-Currency Payment Services","1449449.06"
"2070970","Northern Trust","Healthcare Link for Payers","4774751.55"
"4857285","KeyCorp","Healthcare Link for Payers","4057980.75"
"3692427","Fifth Third Bancorp","Automated Clearing House (ACH)","3907041.25"
"1234693","Northern Trust","Automated Clearing House (ACH)","2777801.42"
"794787","SunTrust Bank","Reference Accounts","4155966.60"
"4513798","Toronto-Dominion Bank","Payments Fraud Prevention","3871998.85"
"4364556","State Street Corp.","Check Disbursements","3968264.65"
"2140467","Bank of New York Mellon","Cross-Currency Payment Services","4863486.75"
"4050978","Wells Fargo","Payments Fraud Prevention","134684.32"
"4366707","SunTrust Bank","Commercial Cards","638437.91"
"920844","Northern Trust","Commercial Cards","1964028.20"
"1289777","Royal Bank of Scotland","Commercial Cards","4121183.30"
"153232","KeyCorp","Debit Cards","4570478.44"
"2417562","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","4304052.89"
"4216793","State Street Corp.","Healthcare Link for Payers","4328437.51"
"1522572","Northern Trust","Order-to-Pay","74061.27"
"2446252","JP Morgan Chase & Co.","Order-to-Pay","1293992.83"
"1542265","Regions Financial","Self-Serve Inquiry and Resolution Management","2802514.06"
"3937167","SunTrust Bank","Debit Cards","168743.94"
"3787556","KeyCorp","Check Disbursements","4911821.51"
"2684922","Toronto-Dominion Bank","Automated Clearing House (ACH)","399846.18"
"1555298","Regions Financial","Self-Serve Inquiry and Resolution Management","1750291.34"
"1933907","BB&T Corporation","Automated Clearing House (ACH)","1081250.80"
"217626","Toronto-Dominion Bank","Electronic Payables","3112935.02"
"1264919","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","4004145.12"
"4472802","Toronto-Dominion Bank","Payments Fraud Prevention","4216665.26"
"84909","ING Group","Order-to-Pay","346471.46"
"4588897","Regions Financial","Reference Accounts","1682351.81"
"1768832","SunTrust Bank","Check Disbursements","3943208.85"
"2430094","Wells Fargo","Healthcare Link for Payers","4469535.55"
"3828211","U.S. Bancorp","Reference Accounts","2061545.41"
"4484473","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","4800324.88"
"4554132","KeyCorp","Debit Cards","4547509.74"
"3473513","BB&T Corporation","Commercial Cards","3104263.76"
"2610412","SunTrust Bank","Healthcare Link for Payers","3059340.57"
"3689394","U.S. Bancorp","Order-to-Pay","1246189.69"
"3575526","Bank of America ","Debit Cards","80966.71"
"845437","Wells Fargo","Self-Serve Inquiry and Resolution Management","3864273.54"
"1381256","Fifth Third Bancorp","Automated Clearing House (ACH)","1648722.25"
"3111399","Bank of New York Mellon","Healthcare Link for Payers","3296016.25"
"546820","Capital One Financial","Debit Cards","1333035.76"
"1560411","Capital One Financial","Electronic Payables","619732.85"
"2828030","Bank of America ","Healthcare Link for Payers","4968008.00"
"405341","Northern Trust","Debit Cards","3820278.36"
"2265287","Bank of America ","Self-Serve Inquiry and Resolution Management","4677084.31"
"4418682","State Street Corp.","Reference Accounts","3270654.14"
"1047197","Bank of New York Mellon","Electronic Payables","4756625.58"
"4723243","Wells Fargo","Payments Fraud Prevention","4917154.16"
"148825","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","3379660.02"
"3922509","HSBC Holdings","Reference Accounts","2688982.45"
"2556394","Fifth Third Bancorp","Healthcare Link for Payers","1547372.74"
"4890485","KeyCorp","Order-to-Pay","4511757.73"
"2343041","Fifth Third Bancorp","Check Disbursements","3218649.61"
"234338","Bank of New York Mellon","Cross-Currency Payment Services","2342039.17"
"1907345","Bank of America ","Check Disbursements","2386960.17"
"722493","State Street Corp.","Electronic Payables","4710893.84"
"1764987","Royal Bank of Scotland","Commercial Cards","1257532.36"
"1207102","SunTrust Bank","Payments Fraud Prevention","3036550.49"
"3369370","Royal Bank of Scotland","Order-to-Pay","87011.54"
"2693527","Bank of Montreal","Commercial Cards","699745.81"
"906269","Bank of America ","Commercial Cards","2038848.57"
"3666115","Bank of New York Mellon","Check Disbursements","1632008.50"
"1160616","Wells Fargo","Order-to-Pay","4306363.03"
"752156","U.S. Bancorp","Reference Accounts","569924.25"
"3036157","ING Group","Debit Cards","3715431.92"
"210200","BB&T Corporation","Automated Clearing House (ACH)","514548.58"
"4462317","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","372631.08"
"2592692","Regions Financial","Cross-Currency Payment Services","1085544.59"
"2524503","JP Morgan Chase & Co.","Electronic Payables","3063858.09"
"1798127","Bank of America ","Debit Cards","4995551.45"
"221393","Royal Bank of Scotland","Reference Accounts","4002730.03"
"1151744","PNC Financial Services Group","Commercial Cards","4030314.08"
"2927608","KeyCorp","Healthcare Link for Payers","3800096.50"
"2871699","Citigroup","Self-Serve Inquiry and Resolution Management","505222.00"
"4169136","U.S. Bancorp","U.S. Dollar Clearing - Asia Direct","1432434.58"
"600779","Toronto-Dominion Bank","Self-Serve Inquiry and Resolution Management","3397261.97"
"3756516","PNC Financial Services Group","Cross-Currency Payment Services","3756511.51"
"3559695","Northern Trust","Self-Serve Inquiry and Resolution Management","3733098.58"
"3168128","Regions Financial","Debit Cards","2717138.50"
"1949148","ING Group","Payments Fraud Prevention","2764105.97"
"4569135","Regions Financial","Self-Serve Inquiry and Resolution Management","2282564.13"
"413538","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","420333.83"
